network,station,latitude,longitude,elevation
NO,B341,34.07423,-117.52422,314
NO,B342,34.07124,-117.52515,312
NO,B343,34.06944,-117.52375,308
NO,B345,34.06507,-117.52319,302
NO,B346,34.06271,-117.52274,300
NO,B347,34.05985,-117.5239,294
NO,B348,34.05793,-117.52387,292
NO,B349,34.0554,-117.52395,288
NO,B350,34.0526,-117.52377,285
NO,B351,34.05141,-117.52384,283
NO,B352,34.04902,-117.5239,281
NO,B353,34.04712,-117.5239,281
NO,B354,34.04449,-117.52396,275
NO,B355,34.04213,-117.52393,277
NO,B356,34.04024,-117.52411,268
NO,B357,34.03818,-117.52405,264
NO,B358,34.0363,-117.52412,262
NO,B359,34.03354,-117.52386,261
NO,B360,34.03112,-117.52387,257
NO,B361,34.02916,-117.5241,254
NO,B362,34.02665,-117.52392,251
NO,B363,34.02389,-117.52413,248
NO,B364,34.02235,-117.52424,247
NO,B365,34.01928,-117.52422,243
NO,B366,34.01717,-117.52408,235
NO,B367,34.01529,-117.52422,237
NO,B368,34.01337,-117.52428,235
NO,B369,34.01084,-117.52424,233
NO,B370,34.00835,-117.52426,232
NO,B371,34.00706,-117.52426,229
NO,B372,34.00395,-117.52431,227
NO,B373,34.00211,-117.52435,225
NO,B374,33.99973,-117.52248,223
NO,B375,33.99686,-117.52318,222
NO,B376,33.99545,-117.52321,221
NO,B378,33.99126,-117.52319,217
NO,B379,33.98787,-117.52312,215
NO,B380,33.98615,-117.5232,214
NO,B381,33.98384,-117.52324,212
NO,B382,33.98157,-117.52313,209
NO,B383,33.97914,-117.52314,208
NO,B384,33.97638,-117.52316,206
NO,B385,33.9745,-117.52315,205
NO,B386,33.97209,-117.52332,205
NO,B387,33.96976,-117.52312,204
NO,B4003,34.15833,-117.64694,649
NO,B4004,34.15667,-117.64889,628
NO,B4005,34.15361,-117.64806,598
NO,B4006,34.15083,-117.64778,581
NO,B4007,34.14889,-117.64833,568
NO,B4008,34.14583,-117.64694,549
NO,B4009,34.14333,-117.64806,540
NO,B4010,34.14083,-117.6475,525
NO,B4011,34.1375,-117.64833,502
NO,B4012,34.13583,-117.64694,503
NO,B4013,34.1325,-117.6475,489
NO,B4014,34.13139,-117.6475,485
NO,B4015,34.12667,-117.6475,468
NO,B4016,34.12472,-117.64722,462
NO,B4017,34.12167,-117.6475,452
NO,B4018,34.11833,-117.6475,440
NO,B4019,34.11611,-117.64833,434
NO,B4020,34.11389,-117.64611,427
NO,B4021,34.11194,-117.64722,420
NO,B4022,34.10944,-117.6475,413
NO,B4023,34.10583,-117.64722,402
NO,B4024,34.10333,-117.6475,395
NO,B4025,34.10139,-117.64722,389
NO,B4027,34.09583,-117.64611,375
NO,B4028,34.09194,-117.64722,364
NO,B4029,34.08917,-117.64722,357
NO,B4030,34.08639,-117.64694,350
NO,B4031,34.08417,-117.64694,347
NO,B4032,34.08139,-117.64722,340
NO,B4033,34.07889,-117.64667,335
NO,B4034,34.07611,-117.64778,329
NO,B4035,34.07306,-117.64722,324
NO,B4036,34.07139,-117.6475,322
NO,B4037,34.06806,-117.64806,314
NO,B4038,34.06611,-117.64583,310
NO,B4039,34.06167,-117.64694,302
NO,B4040,34.05889,-117.64722,298
NO,B4041,34.05806,-117.64694,295
NO,B4042,34.05611,-117.64667,292
NO,B4043,34.05139,-117.6475,287
NO,B4044,34.04944,-117.64722,282
NO,B4046,34.04389,-117.64694,274
NO,B4047,34.04222,-117.6475,272
NO,B4048,34.03972,-117.64722,268
NO,B4049,34.03667,-117.6475,264
NO,B4050,34.03361,-117.64722,259
NO,B4051,34.02833,-117.64778,251
NO,B4052,34.02806,-117.64667,252
NO,B4053,34.02611,-117.6475,249
NO,B4054,34.02278,-117.6475,247
NO,B4055,34.02361,-117.6475,244
NO,B4056,34.0175,-117.64583,237
NO,B4057,34.01694,-117.65056,238
NO,B4058,34.01194,-117.64917,229
NO,B4059,34.00987,-117.65063,226
NO,B4060,34.00731,-117.65053,225
NO,B4061,34.00491,-117.64701,220
NO,B4062,34.00186,-117.64574,216
NO,B4063,33.99902,-117.64553,213
NO,B4064,33.99766,-117.64634,211
NO,B4065,33.99396,-117.64552,207
NO,B4066,33.99234,-117.64534,205
NO,B4067,33.98776,-117.65055,199
NO,B4068,33.98559,-117.65055,197
NO,B4069,33.98286,-117.64759,194
NO,B4070,33.98087,-117.64755,192
NO,B4071,33.97757,-117.65032,189
NO,B4072,33.97512,-117.65031,186
NO,B4073,33.97203,-117.6503,184
NO,B4074,33.96962,-117.65028,182
NO,B4075,33.96771,-117.64753,181
NO,B4076,33.96525,-117.64742,179
NO,B4077,33.9614,-117.64745,175
NO,B4078,33.9597,-117.64244,176
NO,B4079,33.95631,-117.64664,171
NO,B4080,33.95363,-117.64605,172
NO,B4081,33.95088,-117.64589,170
NO,B4082,33.94849,-117.64709,166
NO,B4083,33.94543,-117.64702,166
NO,B4084,33.94323,-117.64642,161
NO,B4085,33.94021,-117.64714,161
NO,B4086,33.93687,-117.6467,155
NO,B4087,33.9345,-117.6471,156
NO,B4088,33.93237,-117.65187,154
NO,B4089,33.92878,-117.65048,156
NO,B4090,33.9268,-117.65257,167
NO,B4091,33.92513,-117.65179,155
NO,B4092,33.9221,-117.65205,158
NO,B4093,33.9186,-117.65212,160
NO,B4094,33.9163,-117.65136,162
NO,B4095,33.91415,-117.64978,154
NO,B4096,33.91019,-117.6489,156
NO,B5001,34.18944,-117.43581,4195619
NO,B5002,34.18751,-117.43752,4195619
NO,B5003,34.18453,-117.43613,4195619
NO,B5004,34.18287,-117.43719,4195619
NO,B5005,34.1795,-117.43661,4195619
NO,B5006,34.17726,-117.43666,4195619
NO,B5007,34.1749,-117.43644,4195619
NO,B5008,34.17253,-117.43674,4195619
NO,B5009,34.16997,-117.43686,4195619
NO,B5010,34.16799,-117.43674,4195619
NO,B5011,34.16556,-117.43673,4195619
NO,B5012,34.16298,-117.43672,4195619
NO,B5013,34.16058,-117.43664,4195619
NO,B5014,34.15825,-117.4358,4195619
NO,B5015,34.156,-117.4357,4195619
NO,B5016,34.15415,-117.43542,4195619
NO,B5017,34.1503,-117.43574,4195619
NO,B5018,34.14864,-117.43633,4195619
NO,B5019,34.14645,-117.43633,4195619
NO,B5020,34.14392,-117.43633,4195619
NO,B5021,34.1416,-117.43629,4195619
NO,B5022,34.13903,-117.43635,4195619
NO,B5023,34.1369,-117.43635,4195619
NO,B5024,34.13434,-117.43645,4195619
NO,B5025,34.13222,-117.43587,4195619
NO,B5026,34.12973,-117.43607,4195619
NO,B5027,34.1272,-117.43628,4195619
NO,B5028,34.12521,-117.43636,4195619
NO,B5029,34.12267,-117.43604,4195619
NO,B5030,34.11993,-117.43565,4195619
NO,B5031,34.11788,-117.43565,4195619
NO,B5032,34.1175,-117.43694,4195619
NO,B5033,34.11349,-117.43561,4195619
NO,B5034,34.1113,-117.43559,4195619
NO,B5035,34.10864,-117.43657,4195619
NO,B5036,34.10568,-117.43663,4195619
NO,B5037,34.10308,-117.43466,4195619
NO,B5038,34.1016,-117.43748,4195619
NO,B5039,34.09867,-117.4345,4195619
NO,B5040,34.09614,-117.43716,4195619
NO,B5041,34.09397,-117.43714,4195619
NO,B5043,34.08836,-117.43785,4195619
NO,B5044,34.08702,-117.43719,4195619
NO,B5046,34.08272,-117.43827,4195619
NO,B5047,34.08027,-117.43529,4195619
NO,B5048,34.07812,-117.43619,4195619
NO,B5049,34.07473,-117.43507,4195619
NO,B5050,34.07288,-117.43733,4195619
NO,B5051,34.07126,-117.43675,4195619
NO,B5052,34.06822,-117.43616,4195619
NO,B5053,34.06602,-117.43528,4195619
NO,B5054,34.06356,-117.43528,4195619
NO,B5055,34.06104,-117.43515,4195619
NO,B5056,34.05898,-117.43594,4195619
NO,B5057,34.05642,-117.43632,4195619
NO,B5058,34.05398,-117.43459,4195619
NO,B5059,34.05135,-117.43578,4195619
NO,B5060,34.04877,-117.43613,4195619
NO,B5061,34.04708,-117.43528,4195619
NO,B5062,34.0438,-117.43572,4195619
NO,B6001,34.11564,-117.28928,330
NO,B6002,34.11564,-117.28555,328
NO,B6003,34.11568,-117.28301,326
NO,B6004,34.11569,-117.27962,326
NO,B6005,34.11593,-117.27621,326
NO,B6007,34.11598,-117.26803,324
NO,B6008,34.11549,-117.26474,324
NO,B6009,34.116,-117.26084,326
NO,B6010,34.11563,-117.25763,328
NO,B6011,34.11594,-117.25572,330
NO,B6013,34.11562,-117.24919,335
NO,B6014,34.11587,-117.24588,337
NO,B6015,34.11559,-117.24164,340
NO,B6016,34.11561,-117.23811,343
NO,B6017,34.11538,-117.23504,345
NO,B6018,34.11562,-117.23118,348
NO,B6020,34.11546,-117.22475,352
NO,B6021,34.11559,-117.22221,354
NO,B6022,34.11557,-117.21883,359
NO,B6023,34.11563,-117.21571,360
NO,B6024,34.11583,-117.21215,364
NO,B6025,34.1159,-117.20838,368
NO,B6026,34.11615,-117.2059,373
NO,B6027,34.11605,-117.20165,378
NO,B6028,34.12041,-117.19935,394
NO,B6029,34.11264,-117.19102,383
NO,B6030,34.11892,-117.18708,397
NO,B6031,34.1194,-117.18132,399
NO,B6032,34.11889,-117.17651,442
NO,B6033,34.11587,-117.17499,430
NO,G1001,34.16019,-118.01166,229
NO,G1002,34.15801,-118.0119,210
NO,G1003,34.15536,-118.01119,190
NO,G1004,34.15374,-118.01111,181
NO,G1005,34.15185,-118.01114,170
NO,G1006,34.14891,-118.01159,158
NO,G1007,34.14682,-118.01182,151
NO,G1008,34.1445,-118.01079,148
NO,G1009,34.14184,-118.01088,143
NO,G1010,34.14086,-118.01198,141
NO,G1011,34.13735,-118.01125,141
NO,G1012,34.1358,-118.01186,136
NO,G1013,34.13387,-118.01039,134
NO,G1014,34.13202,-118.01069,131
NO,G1015,34.12938,-118.01083,129
NO,G1016,34.12661,-118.01112,125
NO,G1017,34.12524,-118.01116,123
NO,G1018,34.12259,-118.01132,121
NO,G1019,34.12006,-118.01181,118
NO,G1020,34.11775,-118.01036,115
NO,G1021,34.11598,-118.01244,114
NO,G1022,34.1139,-118.01147,111
NO,G1023,34.1114,-118.0122,109
NO,G1024,34.1092,-118.0116,107
NO,G1025,34.10725,-118.01157,103
NO,G1026,34.10491,-118.00912,92
NO,G1027,34.10244,-118.0105,98
NO,G1028,34.1008,-118.0114,95
NO,G1029,34.09854,-118.01199,104
NO,G1030,34.09641,-118.01132,102
NO,G1031,34.09441,-118.01115,102
NO,G1032,34.09144,-118.0118,101
NO,G1033,34.08968,-118.01038,192
NO,G1034,34.08763,-118.0119,101
NO,G1035,34.08571,-118.0108,101
NO,G1036,34.08371,-118.0109,99
NO,G1037,34.08113,-118.01099,98
NO,G1038,34.07867,-118.01124,96
NO,G1039,34.07652,-118.01094,96
NO,G1040,34.07438,-118.01058,95
NO,G1041,34.07265,-118.01254,94
NO,G1042,34.07011,-118.01098,93
NO,G1043,34.06796,-118.0116,93
NO,G1044,34.06466,-118.01012,92
NO,G1045,34.06324,-118.01257,91
NO,G1046,34.06096,-118.01058,91
NO,G1047,34.05923,-118.01152,89
NO,G1048,34.0565,-118.01137,88
NO,G1049,34.05467,-118.01215,89
NO,G1050,34.05173,-118.01144,86
NO,G1051,34.05045,-118.01103,84
NO,G1052,34.04839,-118.01184,84
NO,G1053,34.04586,-118.01055,82
NO,G1054,34.04366,-118.01112,81
NO,G1055,34.04108,-118.01174,81
NO,G1056,34.03896,-118.01092,95
NO,G1057,34.03671,-118.01157,98
NO,G1058,34.03494,-118.01144,96
NO,G1059,34.03274,-118.01142,92
NO,G1060,34.03159,-118.00527,88
NO,G2001,34.16028,-118.17361,276
NO,G2002,34.15696,-118.17051,266
NO,G2003,34.15474,-118.16852,242
NO,G2004,34.15252,-118.16653,236
NO,G2005,34.15028,-118.16528,234
NO,G2006,34.1475,-118.1625,274
NO,G2007,34.14487,-118.15991,272
NO,G2008,34.1409,-118.15692,256
NO,G2009,34.14139,-118.15556,252
NO,G2010,34.13959,-118.15561,250
NO,G2011,34.1375,-118.15278,244
NO,G2012,34.135,-118.15028,238
NO,G2013,34.13222,-118.14889,234
NO,G2014,34.13111,-118.1475,232
NO,G2015,34.12889,-118.14417,233
NO,G2016,34.12556,-118.14306,226
NO,G2017,34.12333,-118.14111,224
NO,G2018,34.12111,-118.13778,217
NO,G2019,34.11892,-118.13585,208
NO,G2020,34.11665,-118.13447,187
NO,G2021,34.11444,-118.13333,181
NO,G2022,34.11262,-118.13062,174
NO,G2023,34.11023,-118.12932,169
NO,G2024,34.10855,-118.1269,164
NO,G2025,34.1062,-118.125,159
NO,G2026,34.104,-118.12257,163
NO,G2027,34.10107,-118.12062,147
NO,G2028,34.09912,-118.11908,142
NO,G2029,34.09698,-118.11722,138
NO,G2031,34.09306,-118.11111,126
NO,G2032,34.09056,-118.10917,122
NO,G2033,34.08678,-118.10985,115
NO,G2034,34.08583,-118.10667,114
NO,G2035,34.08389,-118.105,107
NO,G2036,34.08167,-118.10333,105
NO,G2037,34.07917,-118.10111,104
NO,G2038,34.07744,-118.09822,100
NO,G2039,34.07472,-118.09667,96
NO,G2040,34.07306,-118.09611,95
NO,G2041,34.07057,-118.09235,93
NO,G2042,34.06833,-118.09167,90
NO,G2043,34.0664,-118.08935,87
NO,G2044,34.06393,-118.08731,84
NO,G2045,34.06139,-118.085,80
NO,G2046,34.05955,-118.08315,77
NO,G2047,34.05722,-118.08111,74
NO,G2048,34.05472,-118.07833,71
NO,G2049,34.05278,-118.07833,70
NO,G2050,34.05155,-118.07149,68
NO,G3001,34.14611,-117.88111,4195619
NO,G3002,34.14435,-117.8806,4195619
NO,G3003,34.14198,-117.88085,4195619
NO,G3004,34.13926,-117.88105,4195619
NO,G3005,34.13675,-117.88102,4195619
NO,G3006,34.13334,-117.88143,4195619
NO,G3007,34.13109,-117.88108,4195619
NO,G3008,34.12851,-117.88097,4195619
NO,G3009,34.1249,-117.88136,4195619
NO,G3010,34.12295,-117.88129,4195619
NO,G3011,34.12003,-117.88098,4195619
NO,G3012,34.11789,-117.88223,4195619
NO,G3013,34.11557,-117.8808,4195619
NO,G3014,34.11226,-117.8815,4195619
NO,G3015,34.11,-117.88148,4195619
NO,G3016,34.10782,-117.88109,4195619
NO,G3017,34.1025,-117.88072,4195619
NO,G3018,34.10295,-117.8812,4195619
NO,G3019,34.09955,-117.88113,4195619
NO,G3020,34.097,-117.88128,4195619
NO,G3021,34.09523,-117.88162,4195619
NO,G3022,34.09218,-117.88153,4195619
NO,G3023,34.08937,-117.88122,4195619
NO,G3024,34.08642,-117.8815,4195619
NO,G3025,34.08417,-117.88118,4195619
NO,G3026,34.08117,-117.8815,4195619
NO,G3027,34.07908,-117.8811,4195619
NO,G3028,34.07635,-117.88193,4195619
NO,G3029,34.07363,-117.88153,4195619
NO,G3030,34.07127,-117.88235,4195619
NO,G3031,34.06832,-117.88148,4195619
NO,G3032,34.06538,-117.88157,4195619
NO,G3033,34.06328,-117.88157,4195619
NO,G3034,34.06095,-117.8824,4195619
NO,G4001,34.12788,-117.8071,4195619
NO,G4002,34.12616,-117.80704,4195619
NO,G4003,34.12434,-117.80795,4195619
NO,G4004,34.122,-117.80628,4195619
NO,G4005,34.12126,-117.80618,4195619
NO,G4006,34.11747,-117.80864,4195619
NO,G4007,34.1162,-117.80644,4195619
NO,G4008,34.11351,-117.80696,4195619
NO,G4009,34.11132,-117.80689,4195619
NO,G4010,34.10954,-117.80798,4195619
NO,G4011,34.10812,-117.80733,4195619
NO,G4012,34.1055,-117.80727,4195619
NO,G4013,34.10372,-117.80732,4195619
NO,G4014,34.10147,-117.80733,4195619
NO,G4015,34.09965,-117.80701,4195619
ZY,THMJ,34.11181,-117.17993,0
ZY,ETIW,34.12905,-117.50771,0
ZY,JEBA,34.083,-117.19228,0
ZY,VINE,34.23744,-117.40344,0
ZY,LUTH,34.04717,-117.18212,0
ZY,NERA,34.3312,-118.00201,0
ZY,BOBI,34.15256,-117.27132,0
ZY,KUZD,34.1353,-117.17528,0
ZY,ATAT,33.94907,-117.42733,0
ZY,LUCI,34.06675,-117.0028,0
ZY,ROUF,34.18172,-117.29407,0
ZY,GRAS,34.13272,-117.29248,0
ZY,ROPE,34.18348,-117.31934,0
ZY,ALLI,34.04877,-116.94848,0
ZY,ARNO,34.10574,-117.11326,0
ZY,CPPC,34.05467,-117.8302,0
ZY,COLT,34.04815,-117.2899,0
ZY,MASS,33.98657,-117.3218,0
ZY,STRA,34.12506,-117.2027,0
ZY,BOTA,34.11298,-117.7159,0
ZY,CP01,34.0463,-117.6783,0
ZY,CP02,34.1126,-117.7159,0
ZY,CP03,34.0481,-117.2898,0
ZY,CP04,34.1251,-117.2026,0
ZY,CP05,33.9865,-117.3218,0
ZY,CP06,34.0546,-117.8302,0
NO,B1001,34.10679,-118.1748,197
NO,B1002,34.10718,-118.17133,195
NO,B1003,34.1066,-118.1675,193
NO,B1004,34.1069,-118.1648,190
NO,B1005,34.1069,-118.1614,188
NO,B1006,34.1074,-118.1571,186
NO,B1007,34.1068,-118.1548,184
NO,B1008,34.1068,-118.1519,181
NO,B1009,34.1066,-118.1478,179
NO,B1010,34.1067,-118.1444,177
NO,B1011,34.1069,-118.1412,174
NO,B1012,34.1065,-118.1382,172
NO,B1013,34.1064,-118.1344,169
NO,B1014,34.1063,-118.1309,166
NO,B1015,34.1065,-118.1274,164
NO,B1016,34.107,-118.1239,161
NO,B1017,34.1069,-118.1212,158
NO,B1018,34.1072,-118.1178,155
NO,B1019,34.1068,-118.1137,153
NO,B1020,34.107,-118.1098,150
NO,B1021,34.106944,-118.106944,148
NO,B1022,34.107317,-118.104617,147
NO,B1023,34.106906,-118.101031,146
NO,B1025,34.107222,-118.093333,142
NO,B1026,34.106967,-118.090433,141
NO,B1027,34.107017,-118.08755,140
NO,B1028,34.107222,-118.083611,138
NO,B1029,34.107083,-118.079867,136
NO,B1030,34.107117,-118.077467,135
NO,B1031,34.1065,-118.072917,133
NO,B1032,34.1064,-118.06965,130
NO,B1033,34.106883,-118.066983,128
NO,B1034,34.107367,-118.063267,126
NO,B1035,34.107833,-118.0595,124
NO,B1036,34.106767,-118.05625,121
NO,B1037,34.106633,-118.0533,119
NO,B1038,34.10645,-118.049633,117
NO,B1039,34.106633,-118.046783,114
NO,B1040,34.107239,-118.04207,112
NO,B1041,34.1075,-118.0425,112
NO,B1042,34.107222,-118.039444,111
NO,B1043,34.105556,-118.036667,110
NO,B1044,34.106389,-118.032778,110
NO,B1045,34.106389,-118.028889,110
NO,B1046,34.106944,-118.026111,109
NO,B1047,34.106667,-118.022778,108
NO,B1048,34.107778,-118.018611,108
NO,B1049,34.108333,-118.016111,108
NO,B1050,34.109167,-118.0125,107
NO,B1051,34.109722,-118.009167,109
NO,B1052,34.111111,-118.003611,110
NO,B1053,34.111667,-117.999444,112
NO,B1054,34.112222,-117.995833,114
NO,B1055,34.112778,-117.991389,116
NO,B1056,34.110556,-117.985833,117
NO,B1057,34.108611,-117.979444,119
NO,B1058,34.106667,-117.974722,121
NO,B1061,34.106667,-117.973333,126
NO,B1062,34.106944,-117.968333,127
NO,B1063,34.106944,-117.965,129
NO,B1064,34.106667,-117.961389,131
NO,B1065,34.106667,-117.957778,132
NO,B1066,34.106944,-117.953889,134
NO,B1067,34.106389,-117.950833,136
NO,B1068,34.10692,-117.948316,138
NO,B1069,34.106944,-117.944167,139
NO,B1070,34.107222,-117.940556,141
NO,B1071,34.107222,-117.938333,142
NO,B1072,34.1075,-117.935,143
NO,B1073,34.107222,-117.931111,145
NO,B1074,34.107222,-117.928056,146
NO,B1075,34.107222,-117.924167,147
NO,B1076,34.106779,-117.920646,148
NO,B1077,34.107222,-117.917222,149
NO,B1078,34.107222,-117.914167,151
NO,B1079,34.106944,-117.910833,152
NO,B1080,34.106944,-117.906111,153
NO,B1081,34.10691,-117.90381,157
NO,B1082,34.10647,-117.90056,161
NO,B1083,34.10693,-117.89684,166
NO,B1085,34.107,-117.88986,174
NO,B1086,34.10691,-117.88665,178
NO,B1087,34.10719,-117.88368,182
NO,B1088,34.1069,-117.88034,187
NO,B1089,34.10676,-117.87735,191
NO,B1090,34.10669,-117.87319,195
NO,B1091,34.10658,-117.86969,201
NO,B1092,34.10684,-117.86649,208
NO,B1093,34.10683,-117.86247,214
NO,B1094,34.10683,-117.85923,220
NO,B1095,34.10697,-117.85665,226
NO,B1096,34.10682,-117.85283,233
NO,B1097,34.10686,-117.84968,239
NO,B1098,34.10741,-117.84649,245
NO,B1099,34.10686,-117.84265,252
NO,B1100,34.10687,-117.834,258
NO,B1110,34.1078,-117.8064,296
NO,B1112,34.1076,-117.8014,302
NO,B1113,34.1061,-117.7969,305
NO,B1114,34.1053,-117.7911,308
NO,B1115,34.108,-117.7885,310
NO,B1116,34.1071,-117.7848,313
NO,B1117,34.1059,-117.7818,316
NO,B1118,34.1057,-117.778353,319
NO,B1119,34.1072,-117.761,322
NO,B1120,34.1067,-117.7772,325
NO,B1121,34.1071,-117.768733,329
NO,B1122,34.106567,-117.764933,333
NO,B1123,34.107733,-117.76195,337
NO,B1124,34.1065,-117.75865,341
NO,B1125,34.106783,-117.754517,345
NO,B1126,34.106617,-117.751033,349
NO,B1127,34.106617,-117.748,353
NO,B1129,34.107333,-117.741167,361
NO,B1130,34.1074,-117.73775,365
NO,B1131,34.107217,-117.734033,369
NO,B1132,34.107217,-117.730983,373
NO,B1133,34.10655,-117.7276,378
NO,B1134,34.10655,-117.723567,382
NO,B1135,34.106417,-117.719983,386
NO,B1136,34.1069,-117.716817,390
NO,B1137,34.106783,-117.713317,394
NO,B1138,34.106767,-117.710267,399
NO,B1139,34.1066,-117.707383,403
NO,B1140,34.10715,-117.703267,407
NO,B1141,34.106944,-117.700278,408
NO,B1142,34.107261,-117.696581,409
NO,B1143,34.106917,-117.693683,409
NO,B1144,34.106967,-117.690033,410
NO,B1145,34.106944,-117.686389,411
NO,B1146,34.106967,-117.683133,412
NO,B1147,34.106683,-117.679917,413
NO,B1148,34.106683,-117.676333,413
NO,B1149,34.106767,-117.673217,414
NO,B1150,34.106717,-117.6698,415
NO,B1151,34.1068,-117.666333,413
NO,B1152,34.1068,-117.662883,412
NO,B1153,34.106817,-117.658733,410
NO,B1154,34.1068,-117.655867,408
NO,B1155,34.10685,-117.6527,406
NO,B1156,34.106867,-117.649383,405
NO,B1157,34.106833,-117.645967,403
NO,B1158,34.106783,-117.6427,401
NO,B1159,34.1069,-117.639117,400
NO,B1160,34.106783,-117.635933,398
NO,B1161,34.10666,-117.63248,395
NO,B1162,34.10693,-117.62885,392
NO,B1163,34.10722,-117.62543,390
NO,B1164,34.10664,-117.62196,387
NO,B1165,34.10733,-117.6188,384
NO,B1166,34.10671,-117.6157,381
NO,B1167,34.10689,-117.61177,378
NO,B1168,34.1068,-117.60835,376
NO,B1169,34.10679,-117.60537,373
NO,B1170,34.1067,-117.60213,370
NO,B1171,34.1068,-117.59859,370
NO,B1172,34.10696,-117.59585,371
NO,B1173,34.10677,-117.59245,371
NO,B1174,34.10683,-117.58836,371
NO,B1175,34.10701,-117.5853,372
NO,B1176,34.10685,-117.58198,372
NO,B1177,34.10677,-117.57844,372
NO,B1178,34.10672,-117.57459,372
NO,B1179,34.10683,-117.57146,373
NO,B1180,34.10673,-117.56793,373
NO,B1181,34.106667,-117.564444,373
NO,B1182,34.106762,-117.561212,373
NO,B1183,34.107292,-117.558956,373
NO,B1184,34.107823,-117.555306,373
NO,B1185,34.106622,-117.551286,372
NO,B1186,34.107258,-117.54808,372
NO,B1187,34.10663,-117.544388,372
NO,B1188,34.10662,-117.540809,372
NO,B1189,34.106862,-117.537544,372
NO,B1190,34.106786,-117.533926,372
NO,B1191,34.106618,-117.5307,372
NO,B1192,34.107071,-117.527451,373
NO,B1193,34.106445,-117.525047,373
NO,B1194,34.106599,-117.520075,373
NO,B1195,34.106578,-117.517102,374
NO,B1196,34.106913,-117.513608,374
NO,B1197,34.106833,-117.51105,374
NO,B1198,34.106949,-117.506593,374
NO,B1199,34.107128,-117.503072,375
NO,B1200,34.106961,-117.500282,375
NO,B1201,34.10665,-117.4968,377
NO,B1202,34.10687,-117.49282,379
NO,B1203,34.10704,-117.4902,380
NO,B1204,34.10676,-117.48687,382
NO,B1205,34.1068,-117.48342,384
NO,B1206,34.10685,-117.47993,386
NO,B1207,34.10701,-117.4768,388
NO,B1208,34.10668,-117.47293,389
NO,B1209,34.10656,-117.46938,391
NO,B1210,34.10667,-117.46616,393
NO,B1211,34.10662,-117.46354,394
NO,B1212,34.10677,-117.4605,396
NO,B1213,34.10705,-117.45603,397
NO,B1214,34.10692,-117.45261,399
NO,B1215,34.10676,-117.44989,400
NO,B1216,34.10675,-117.44623,402
NO,B1217,34.1067,-117.44353,404
NO,B1218,34.10667,-117.43914,405
NO,B1219,34.10727,-117.43557,406
NO,B1220,34.10691,-117.43274,408
NO,B1222,34.10646,-117.42487,406
NO,B1224,34.106667,-117.418611,405
NO,B1225,34.106667,-117.415278,404
NO,B1226,34.106667,-117.411667,403
NO,B1227,34.10728,-117.40954,402
NO,B1228,34.10728,-117.40515,402
NO,B1230,34.1075,-117.398889,400
NO,B1231,34.107222,-117.395278,398
NO,B1232,34.106944,-117.392778,396
NO,B1233,34.106944,-117.388611,395
NO,B1234,34.106944,-117.385556,393
NO,B1235,34.106389,-117.381667,391
NO,B1236,34.106667,-117.378056,389
NO,B1237,34.107222,-117.375278,387
NO,B1238,34.106944,-117.370833,386
NO,B1241,34.10654,-117.36055,378
NO,B1242,34.10661,-117.35713,374
NO,B1243,34.10697,-117.35472,370
NO,B1244,34.10638,-117.351,366
NO,B1245,34.10656,-117.34753,362
NO,B1246,34.1067,-117.34395,358
NO,B1247,34.10666,-117.34053,354
NO,B1248,34.10678,-117.33669,350
NO,B1249,34.10629,-117.3344,346
NO,B1250,34.10686,-117.33019,342
NO,B1251,34.10809,-117.32636,340
NO,B1252,34.10781,-117.32201,339
NO,B1254,34.10754,-117.31174,336
NO,B1255,34.1075,-117.31437,334
NO,B1256,34.10786,-117.30911,333
NO,B1257,34.10822,-117.30565,332
NO,B1259,34.1082,-117.29974,328
NO,B1260,34.10763,-117.29671,327
